exercise_name,base_name,main_muscle_clean,muscle_category,equipment_clean,difficulty_level,is_compound,is_priority,is_variation,target_muscles_list,synergist_muscles_list,secondary_muscles_list,stabilizer_muscles_list,execution,preparation
Inverted Row:  On Hips,inverted row,back,pull,bodyweight,intermediate,True,False,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']",['erector spinae'],"Keeping hips on floor and low back straight, pull torso up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat.",Lay on back with belly under fixed horizontal bar. Bend knees and position feet on floor. Grasp bar with wide overhand grip.
Inverted Row,inverted row,back,pull,suspension trainer,intermediate,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'gluteus maximus', 'hamstrings']",Pull body up so sides of chest make contact with handles while keeping body straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Position suspension handles higher than arms' length above floor. Sit on floor and grasp handles. Position body supine hanging from handles with arms straight, shoulders under handles, body straight, and back of heels on floor."
Inverted Row:  One Arm,inverted row,back,pull,suspension trainer,advanced,True,False,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'gluteus maximus', 'hamstrings']",Pull body up so sides of chest make contact with handles while keeping body straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Position suspension handles higher than arms' length above floor. Sit on floor and grasp handles. Position body supine hanging from handles with arms straight, shoulders under handles, body straight, and back of heels on floor."
Row,row,back,pull,suspension trainer,beginner,True,False,False,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'gluteus maximus', 'hamstrings']",Pull body up so sides of chest make contact with handles while keeping body and legs straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle, hanging from handles with arms straight."
Row:  One Arm,row,back,pull,suspension trainer,intermediate,True,False,True,"['latissimus dorsi', 'lower trapezius', 'rhomboids', 'middle trapezius']","['trapezius', 'middle', 'trapezius', 'lower', 'rhomboids', 'latissimus dorsi', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'brachialis', 'brachioradialis', 'pectoralis major', 'sternal']","['biceps brachii', 'trapezius', 'rhomboids']","['erector spinae', 'gluteus maximus', 'hamstrings']",Pull body up so sides of chest make contact with handles while keeping body and legs straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat.,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle, hanging from handles with arms straight."
Pull-up (open-centered bar),pull-up (open-centered bar),back,pull,assisted machine,advanced,True,True,False,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'biceps brachii', 'teres major', 'rhomboids', 'levator scapulae', 'pectoralis minor', 'trapezius', 'lower', 'pectoralis major', 'sternal', 'coracobrachialis']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.,Step up and grasp bar with wide overhand grip. Kneel on padded platform and lower body down with arm extended.
Pull-up (open-centered bar):  Standing,pull-up (open-centered bar),back,pull,assisted machine,advanced,True,True,True,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'biceps brachii', 'teres major', 'rhomboids', 'levator scapulae', 'pectoralis minor', 'trapezius', 'lower', 'pectoralis major', 'sternal', 'coracobrachialis']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.,Step up and grasp bar with wide overhand grip. Step down onto assistance lever or platform.
Parallel Close Grip Pull-up,parallel close grip pull-up,back,pull,assisted machine,advanced,True,True,False,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'teres major', 'deltoid', 'posterior', 'rhomboids', 'levator scapulae', 'trapezius', 'middle', 'trapezius', 'lower', 'pectoralis major', 'sternal', 'pectoralis minor']","['biceps brachii', 'brachialis', 'trapezius']",[],Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.,Step up and grasp parallel grips. Kneel on padded platform and lower body down with arm extended.
Pullover,pullover,back,pull,barbell,beginner,False,False,False,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['pectoralis major', 'sternal', 'triceps', 'long head', 'teres major', 'deltoid', 'posterior', 'rhomboids', 'levator scapulae', 'pectoralis minor']","['latissimus dorsi', 'pectoralis major sternal', 'pectoralis major clavicular']","['triceps brachii', 'deltoid', 'anterior', 'pectoralis major', 'clavicular', 'wrist flexors']","With elbows bent slightly, lower bar over and beyond head until shoulders are fully flexed or upper arms are approximately parallel to torso. Return and repeat.",Lie upper back perpendicular on bench. Flex hips slightly. Grasp barbell from behind and position over chest with elbows bent slightly.
Bent-over Pullover,bent-over pullover,back,pull,cable,intermediate,False,False,False,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['pectoralis major', 'sternal', 'triceps', 'long head', 'teres major', 'deltoid', 'posterior', 'rhomboids', 'levator scapulae', 'pectoralis minor']","['latissimus dorsi', 'pectoralis major sternal', 'pectoralis major clavicular']","['triceps brachii', 'pectoralis major', 'clavicular', 'rectus abdominis', 'obliques', 'wrist flexors']","With elbows fixed approximately 30°, pull cable attachment down until upper arms are to sides. Return attachment overhead. Repeat.",Face high pulley and grasp revolving cable attachment with arm slightly bent. Place one foot slightly back and bend over at hip until shoulder is fully flexed (upper arms at sides of head).
Close Grip Pulldown,close grip pulldown,back,pull,cable,beginner,True,True,False,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'teres major', 'deltoid', 'posterior', 'rhomboids', 'levator scapulae', 'trapezius', 'lower', 'trapezius', 'middle', 'pectoralis major', 'sternal', 'pectoralis minor']","['biceps brachii', 'brachialis', 'trapezius']",[],Pull down cable attachment to upper chest. Return until arms and shoulders are fully extended. Repeat.,Grasp parallel cable attachment. Sit with thighs under supports.
Pulldown,pulldown,back,pull,cable,beginner,True,True,False,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'biceps brachii', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'coracobrachialis', 'rhomboids', 'levator scapulae', 'trapezius', 'lower', 'trapezius', 'middle', 'pectoralis minor']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull down cable bar to upper chest. Return until arms and shoulders are fully extended. Repeat.,Grasp cable bar with wide grip. Sit with thighs under supports.
Pulldown:  Parallel Grip Pulldown,pulldown,back,pull,cable,beginner,True,True,True,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'biceps brachii', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'coracobrachialis', 'rhomboids', 'levator scapulae', 'trapezius', 'lower', 'trapezius', 'middle', 'pectoralis minor']","['biceps brachii', 'brachialis', 'trapezius']",[],Pull down cable bar to upper chest. Return until arms and shoulders are fully extended. Repeat.,Grasp cable bar with wide grip. Sit with thighs under supports.
Pullup/Chinup,pullup/chinup,back,pull,cable,advanced,True,False,False,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'teres major', 'deltoid', 'posterior', 'rhomboids', 'levator scapulae', 'trapezius', 'lower', 'trapezius', 'middle', 'pectoralis major', 'sternal', 'pectoralis minor']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt chains. Step up and grasp bars with shoulder width underhand grip. Lift legs off of steps or floor.
Pullup/Chinup:  Chinup,pullup/chinup,back,pull,cable,advanced,True,False,True,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'teres major', 'deltoid', 'posterior', 'rhomboids', 'levator scapulae', 'trapezius', 'lower', 'trapezius', 'middle', 'pectoralis major', 'sternal', 'pectoralis minor']","['biceps brachii', 'brachialis', 'trapezius']",[],Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt chains. Step up and grasp bars with shoulder width underhand grip. Lift legs off of steps or floor.
Pullup/Chinup:  Parallel Close Grip Pull-up,pullup/chinup,back,pull,cable,advanced,True,True,True,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'teres major', 'deltoid', 'posterior', 'rhomboids', 'levator scapulae', 'trapezius', 'lower', 'trapezius', 'middle', 'pectoralis major', 'sternal', 'pectoralis minor']","['biceps brachii', 'brachialis', 'trapezius']",[],Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,Place dip belt around waist. Kneel as close as possible to low pulley or lever and attach hook to dip belt in front between legs. Step up and grasp close grip p   arallel bars with hands facing inward. Lift legs off of steps or floor.
Pullup/Chinup:  Parallel Grip Pull-up,pullup/chinup,back,pull,cable,advanced,True,True,True,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'teres major', 'deltoid', 'posterior', 'rhomboids', 'levator scapulae', 'trapezius', 'lower', 'trapezius', 'middle', 'pectoralis major', 'sternal', 'pectoralis minor']","['biceps brachii', 'brachialis', 'trapezius']",[],Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.,Place dip belt around waist. Kneel as close as possible to low pulley or lever and attach hook to dip belt in front between legs. Step up and grasp parallel bars with hands facing inward. Lift legs off of steps or floor.
Pullup/Chinup:  Pull-up,pullup/chinup,back,pull,cable,advanced,True,True,True,"['latissimus dorsi', 'teres major', 'lower trapezius', 'rhomboids']","['brachialis', 'brachioradialis', 'biceps brachii', 'teres major', 'deltoid', 'posterior', 'infraspinatus', 'teres minor', 'coracobrachialis', 'rhomboids', 'levator scapulae', 'trapezius', 'lower', 'trapezius', 'middle', 'pectoralis minor']","['biceps brachii', 'trapezius', 'rhomboids']",[],Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.,Place dip belt around waist. Kneel close to low pulley or lever and attach hook to dip belt. Step up and grasp bars with overhand wide grip. Lift legs off of steps or floor.
